Year,Make,Model,Engine_Size,Mileage,Transmission,Fuel_Type,Owner_Type,Price
2024,Subaru,Legacy,2.5,70330,Automatic,Hybrid,Second,19615.94
2021,Subaru,Legacy,2.5,18574,Automatic,Diesel,Second,16293.09
2023,Subaru,Legacy,2.4,19894,Manual,Diesel,First,19543.83
2023,Subaru,Legacy,2.4,42552,Automatic,Electric,Third,17946.04
2021,Subaru,Legacy,2.4,127283,Manual,Petrol,Second,9018.76
2013,Subaru,Legacy,2.4,54857,Manual,Diesel,First,5927.34
2016,Subaru,Legacy,2.5,5435,Automatic,Petrol,Third,10396.25
2017,Subaru,Legacy,2.5,26442,Automatic,Petrol,Second,12609.18
2014,Subaru,Legacy,2.5,42927,Automatic,Hybrid,Third,9470.54
2019,Subaru,Legacy,2.0,75822,Manual,Petrol,Third,8851.09
2013,Subaru,Legacy,2.0,35225,Automatic,Petrol,First,7224.03
2020,Subaru,Legacy,2.0,79093,Automatic,Diesel,Second,12417.02
2013,Subaru,Legacy,2.0,56834,Manual,Diesel,Third,4508.45
2024,Subaru,Legacy,2.5,117676,Automatic,Hybrid,First,22702.52
2014,Subaru,Legacy,2.5,28117,Automatic,Electric,Second,11908.11
2023,Subaru,Legacy,2.5,89427,Automatic,Petrol,Second,17171.5
2015,Subaru,Legacy,2.4,92689,Automatic,Petrol,First,6897.04
2022,Subaru,Legacy,2.5,91624,Automatic,Electric,Second,17320.87
2023,Subaru,Legacy,2.4,102381,Manual,Petrol,First,16519.3
2014,Subaru,Legacy,2.4,98447,Automatic,Hybrid,First,9731.45
2022,Subaru,Legacy,2.0,69934,Automatic,Petrol,Third,13332.83
2014,Subaru,Legacy,2.4,94820,Automatic,Electric,Third,9545.2
2015,Subaru,Legacy,2.4,53416,Manual,Hybrid,Third,9179.74
2018,Subaru,Legacy,2.0,68291,Automatic,Petrol,First,11935.25
2020,Subaru,Legacy,2.5,66623,Automatic,Hybrid,Second,16113.52
2015,Subaru,Legacy,2.4,40783,Manual,Hybrid,Third,8401.11
2021,Subaru,Legacy,2.4,5380,Automatic,Hybrid,Second,18033.09
2018,Subaru,Legacy,2.0,3743,Automatic,Petrol,Third,9580.93
2024,Subaru,Legacy,2.4,49072,Automatic,Electric,Third,18385.31
2016,Subaru,Legacy,2.5,101601,Automatic,Electric,Second,11483.38
2014,Subaru,Legacy,2.5,8656,Automatic,Diesel,Third,8674.06
2024,Subaru,Legacy,2.0,129474,Automatic,Diesel,Third,11572.18
2015,Subaru,Legacy,2.5,121535,Automatic,Petrol,Second,4068.39
2021,Subaru,Legacy,2.5,101427,Automatic,Diesel,Third,11107.45
2013,Subaru,Legacy,2.5,71764,Manual,Hybrid,First,7436.01
2018,Subaru,Legacy,2.4,62475,Manual,Diesel,First,12144.58
2019,Subaru,Legacy,2.0,23553,Automatic,Petrol,First,15576.22
2021,Subaru,Legacy,2.4,7839,Manual,Hybrid,Third,14361.78
2016,Subaru,Legacy,2.5,9794,Manual,Hybrid,Second,12519.53
2022,Subaru,Legacy,2.4,88801,Manual,Petrol,Third,11787.72
2013,Subaru,Legacy,2.4,72385,Manual,Electric,Third,8243.21
2021,Subaru,Legacy,2.0,69251,Manual,Hybrid,Second,15799.73
2024,Subaru,Legacy,2.4,106965,Automatic,Hybrid,First,20681.1
2019,Subaru,Legacy,2.4,23771,Manual,Diesel,First,14478.44
2018,Subaru,Legacy,2.5,107557,Automatic,Diesel,Second,8793.47
2022,Subaru,Legacy,2.5,128434,Manual,Electric,First,18687.38
2022,Subaru,Legacy,2.5,68879,Manual,Petrol,Third,11874.13
2014,Subaru,Legacy,2.0,63162,Manual,Electric,Third,8264.43
2018,Subaru,Legacy,2.0,3235,Manual,Diesel,First,13915.79
2017,Subaru,Legacy,2.0,86150,Automatic,Electric,First,15704.41
2022,Subaru,Legacy,2.4,15485,Automatic,Diesel,First,22205.96
2017,Subaru,Legacy,2.5,39346,Manual,Hybrid,First,14689.16
2022,Subaru,Legacy,2.4,29904,Automatic,Electric,Second,21254.12
2015,Subaru,Legacy,2.4,51175,Automatic,Electric,First,14633.19
2013,Subaru,Legacy,2.5,26802,Manual,Diesel,Second,6689.31
2019,Subaru,Legacy,2.0,41171,Automatic,Electric,Third,13215.31
2017,Subaru,Legacy,2.5,17454,Manual,Hybrid,Second,11850.85
2024,Tesla,Model 3,0.0,15838,Manual,Electric,Third,32563.39
2021,Tesla,Model 3,0.0,67870,Manual,Electric,First,35603.0
2023,Tesla,Model 3,0.0,117108,Automatic,Electric,Second,36768.9
2014,Tesla,Model 3,0.0,10764,Automatic,Electric,First,22614.19
2019,Tesla,Model 3,0.0,34521,Manual,Electric,First,31943.09
2014,Tesla,Model 3,0.0,74796,Automatic,Electric,Third,10459.84
2020,Tesla,Model 3,0.0,14427,Automatic,Electric,Third,27397.61
2013,Tesla,Model 3,0.0,66741,Manual,Electric,First,12765.97
2020,Tesla,Model 3,0.0,6936,Manual,Electric,Third,28496.93
2019,Tesla,Model 3,0.0,99128,Automatic,Electric,Second,23537.0
2018,Tesla,Model 3,0.0,32181,Automatic,Electric,First,32194.61
2023,Tesla,Model 3,0.0,127889,Manual,Electric,First,42198.64
2021,Tesla,Model 3,0.0,64980,Manual,Electric,Second,33613.14
2013,Tesla,Model 3,0.0,128210,Automatic,Electric,First,13270.04
2022,Tesla,Model 3,0.0,31696,Manual,Electric,Second,35858.32
2016,Tesla,Model 3,0.0,32371,Manual,Electric,Second,23951.24
2022,Tesla,Model 3,0.0,68244,Manual,Electric,Third,32380.07
2023,Tesla,Model 3,0.0,26407,Automatic,Electric,Third,25967.8
2018,Tesla,Model 3,0.0,116443,Automatic,Electric,Third,18192.68
2020,Tesla,Model 3,0.0,70266,Automatic,Electric,Third,29937.43
2014,Tesla,Model 3,0.0,7123,Automatic,Electric,First,19994.2
2019,Tesla,Model 3,0.0,121986,Automatic,Electric,Second,29122.99
2021,Tesla,Model 3,0.0,124132,Manual,Electric,Second,33216.02
2014,Tesla,Model 3,0.0,38942,Automatic,Electric,Second,18691.96
2016,Tesla,Model 3,0.0,44602,Automatic,Electric,Third,20901.95
2019,Tesla,Model 3,0.0,111218,Automatic,Electric,Third,21401.36
2013,Tesla,Model 3,0.0,69998,Automatic,Electric,Second,10921.62
2020,Tesla,Model 3,0.0,75168,Automatic,Electric,First,35692.05
2019,Tesla,Model 3,0.0,113456,Manual,Electric,First,31418.44
2020,Tesla,Model 3,0.0,26670,Manual,Electric,Second,31885.21
2021,Tesla,Model 3,0.0,18768,Manual,Electric,Second,33740.36
2018,Tesla,Model 3,0.0,115298,Manual,Electric,Third,19729.36
2024,Tesla,Model 3,0.0,52221,Automatic,Electric,Second,39303.6
2024,Tesla,Model 3,0.0,74431,Automatic,Electric,Second,44017.37
2019,Tesla,Model 3,0.0,47732,Automatic,Electric,Third,20425.39
2024,Tesla,Model 3,0.0,32903,Automatic,Electric,Second,43972.92
2024,Tesla,Model 3,0.0,51234,Manual,Electric,Third,30660.0
2022,Tesla,Model 3,0.0,91987,Automatic,Electric,Second,36118.12
2023,Tesla,Model 3,0.0,7455,Manual,Electric,Second,39146.2
2017,Tesla,Model 3,0.0,59533,Manual,Electric,Third,19627.93
2024,Tesla,Model 3,0.0,40064,Automatic,Electric,Third,35957.65
2014,Tesla,Model 3,0.0,84046,Manual,Electric,Third,10736.35
2015,Tesla,Model 3,0.0,28877,Manual,Electric,Second,17653.05
2014,Tesla,Model 3,0.0,95221,Manual,Electric,First,15886.27
2020,Tesla,Model 3,0.0,7730,Manual,Electric,First,35815.63
2022,Tesla,Model 3,0.0,91979,Manual,Electric,Third,32488.59
2023,Tesla,Model 3,0.0,115943,Automatic,Electric,Third,31132.69
2017,Tesla,Model 3,0.0,33842,Automatic,Electric,Second,25025.88
2023,Tesla,Model 3,0.0,24366,Automatic,Electric,First,48565.27
2013,Tesla,Model 3,0.0,3329,Automatic,Electric,Third,8364.25
2022,Tesla,Model 3,0.0,80781,Automatic,Electric,First,40429.17
2019,Tesla,Model 3,0.0,19825,Manual,Electric,First,35562.35
2014,Tesla,Model 3,0.0,56865,Automatic,Electric,Second,14709.27
2021,Tesla,Model 3,0.0,31269,Automatic,Electric,Third,28251.11
2017,Tesla,Model 3,0.0,116399,Manual,Electric,First,24295.43
2013,Tesla,Model 3,0.0,41585,Automatic,Electric,First,14101.78
2018,Tesla,Model 3,0.0,116246,Automatic,Electric,First,26723.8
2015,Tesla,Model 3,0.0,17138,Automatic,Electric,Third,13829.77
2017,Tesla,Model 3,0.0,122829,Automatic,Electric,First,23637.42
2014,Tesla,Model 3,0.0,113875,Automatic,Electric,First,12522.86
2024,Tesla,Model 3,0.0,74698,Automatic,Electric,Second,41038.75
2020,Tesla,Model 3,0.0,63796,Manual,Electric,Second,28176.15
2015,Tesla,Model 3,0.0,73284,Automatic,Electric,Second,14677.12
2018,Tesla,Model 3,0.0,74386,Automatic,Electric,First,29731.32
2013,Tesla,Model 3,0.0,24149,Manual,Electric,First,12471.02
2024,Tesla,Model 3,0.0,20650,Manual,Electric,Third,35768.25
2013,Tesla,Model 3,0.0,39872,Manual,Electric,First,13846.87
2016,Tesla,Model 3,0.0,126484,Automatic,Electric,First,16126.37
2013,Tesla,Model 3,0.0,43488,Automatic,Electric,First,15395.23
2016,Tesla,Model 3,0.0,124019,Manual,Electric,Third,8076.11
2016,Tesla,Model 3,0.0,64216,Automatic,Electric,Third,15421.18
2016,Tesla,Model 3,0.0,15631,Manual,Electric,Third,18145.16
2019,Tesla,Model 3,0.0,63513,Manual,Electric,Second,24732.93
2023,Tesla,Model 3,0.0,7360,Manual,Electric,Second,40107.88
2022,Tesla,Model 3,0.0,43160,Manual,Electric,First,42540.01
2019,Tesla,Model 3,0.0,63514,Automatic,Electric,First,32693.45
2017,Tesla,Model 3,0.0,89509,Manual,Electric,Third,16500.0
2022,Tesla,Model 3,0.0,54524,Automatic,Electric,Second,37536.2
2017,Tesla,Model 3,0.0,41996,Manual,Electric,First,24211.29
2021,Tesla,Model 3,0.0,114837,Manual,Electric,First,33420.69
2015,Tesla,Model Y,0.0,108116,Manual,Electric,Third,14181.05
2013,Tesla,Model Y,0.0,128879,Automatic,Electric,Third,9830.37
2018,Tesla,Model Y,0.0,4502,Manual,Electric,Third,21406.49
2020,Tesla,Model Y,0.0,59671,Automatic,Electric,First,40375.16
2013,Tesla,Model Y,0.0,59235,Automatic,Electric,First,15106.05
2024,Tesla,Model Y,0.0,127490,Manual,Electric,Second,37199.09
2020,Tesla,Model Y,0.0,114873,Manual,Electric,First,33230.2
2019,Tesla,Model Y,0.0,102456,Automatic,Electric,Second,28412.44
2021,Tesla,Model Y,0.0,16472,Manual,Electric,Third,28268.96
2013,Tesla,Model Y,0.0,81761,Manual,Electric,Third,6642.8
2024,Tesla,Model Y,0.0,97425,Automatic,Electric,Third,29500.75
2013,Tesla,Model Y,0.0,63109,Manual,Electric,First,12811.75
2023,Tesla,Model Y,0.0,34790,Manual,Electric,First,45431.59
2016,Tesla,Model Y,0.0,114497,Manual,Electric,Second,14432.43
2024,Tesla,Model Y,0.0,34937,Manual,Electric,First,47837.59
2015,Tesla,Model Y,0.0,92070,Automatic,Electric,Second,18197.21
2018,Tesla,Model Y,0.0,100818,Automatic,Electric,Third,17592.73
2017,Tesla,Model Y,0.0,67430,Automatic,Electric,Third,17437.4
2016,Tesla,Model Y,0.0,24118,Manual,Electric,Second,17050.56
2022,Tesla,Model Y,0.0,47592,Manual,Electric,First,41698.01
2023,Tesla,Model Y,0.0,23442,Automatic,Electric,Second,37486.32
2022,Tesla,Model Y,0.0,48337,Automatic,Electric,First,44101.0
2013,Tesla,Model Y,0.0,46293,Manual,Electric,First,12632.48
2020,Tesla,Model Y,0.0,126787,Manual,Electric,Third,28773.74
2017,Tesla,Model Y,0.0,100257,Automatic,Electric,Third,15760.25
2019,Tesla,Model Y,0.0,120553,Manual,Electric,Second,27397.98
2024,Tesla,Model Y,0.0,88511,Automatic,Electric,Third,33952.78
2024,Tesla,Model Y,0.0,22189,Manual,Electric,Third,31169.27
2022,Tesla,Model Y,0.0,91585,Manual,Electric,Second,34338.23
2023,Tesla,Model Y,0.0,11408,Manual,Electric,Third,31197.57
2021,Tesla,Model Y,0.0,126904,Manual,Electric,Third,26018.0
2013,Tesla,Model Y,0.0,30385,Manual,Electric,Second,15561.09
2016,Tesla,Model Y,0.0,10420,Automatic,Electric,Third,21775.61
2016,Tesla,Model Y,0.0,73531,Automatic,Electric,Third,14150.81
2016,Tesla,Model Y,0.0,120892,Manual,Electric,Third,14661.37
2018,Tesla,Model Y,0.0,107133,Manual,Electric,Third,17920.63
2022,Tesla,Model Y,0.0,106416,Manual,Electric,Second,33347.06
2016,Tesla,Model Y,0.0,9339,Manual,Electric,Second,16994.74
2022,Tesla,Model Y,0.0,79565,Automatic,Electric,Second,37076.55
2015,Tesla,Model Y,0.0,80886,Automatic,Electric,First,18306.0
2020,Tesla,Model Y,0.0,37055,Automatic,Electric,First,40773.22
2021,Tesla,Model Y,0.0,21610,Manual,Electric,First,40847.34
2022,Tesla,Model Y,0.0,103154,Automatic,Electric,Third,31727.59
2017,Tesla,Model Y,0.0,26480,Automatic,Electric,Second,27081.57
2018,Tesla,Model Y,0.0,35611,Manual,Electric,Third,23258.95
2022,Tesla,Model Y,0.0,60036,Automatic,Electric,Third,30476.37
2023,Tesla,Model Y,0.0,61214,Automatic,Electric,Second,38216.55
2021,Tesla,Model Y,0.0,70432,Automatic,Electric,Second,35756.62
2015,Tesla,Model Y,0.0,3308,Manual,Electric,First,20527.55
2024,Tesla,Model Y,0.0,89210,Manual,Electric,Second,39173.47
2015,Tesla,Model Y,0.0,76978,Manual,Electric,First,19173.17
2023,Tesla,Model Y,0.0,39496,Automatic,Electric,First,49845.69
2015,Tesla,Model Y,0.0,18836,Manual,Electric,First,23766.85
2021,Tesla,Model Y,0.0,12453,Manual,Electric,Third,28431.43
2022,Tesla,Model Y,0.0,56377,Automatic,Electric,First,42468.42
2016,Tesla,Model Y,0.0,28929,Automatic,Electric,First,19376.61
2015,Tesla,Model Y,0.0,99834,Manual,Electric,Second,15102.88
2020,Tesla,Model Y,0.0,104317,Manual,Electric,Second,27926.48
2022,Tesla,Model Y,0.0,85078,Automatic,Electric,Third,29736.3
2023,Tesla,Model Y,0.0,54417,Automatic,Electric,Third,30848.18
2017,Tesla,Model Y,0.0,3523,Automatic,Electric,Third,18686.0
2023,Tesla,Model Y,0.0,53012,Automatic,Electric,First,42502.0
2021,Tesla,Model Y,0.0,82114,Manual,Electric,First,30646.78
2017,Tesla,Model Y,0.0,54973,Manual,Electric,Third,17219.9
2015,Tesla,Model Y,0.0,19169,Automatic,Electric,Third,16783.76
2018,Tesla,Model Y,0.0,117996,Automatic,Electric,Third,20001.68
2013,Tesla,Model Y,0.0,106612,Manual,Electric,Second,11485.0
2021,Tesla,Model Y,0.0,71826,Manual,Electric,Second,34971.91
2023,Tesla,Model Y,0.0,64473,Automatic,Electric,Second,37811.25
2022,Tesla,Model Y,0.0,87572,Automatic,Electric,First,43255.59
2016,Tesla,Model Y,0.0,36289,Automatic,Electric,Third,16709.3
2021,Tesla,Model Y,0.0,47906,Automatic,Electric,Third,31044.57
2018,Tesla,Model Y,0.0,24065,Manual,Electric,Third,21552.8
2013,Tesla,Model Y,0.0,76854,Automatic,Electric,Second,16668.13
2016,Tesla,Model Y,0.0,78159,Automatic,Electric,First,22158.47
2014,Tesla,Model Y,0.0,97191,Manual,Electric,Third,12993.58
2017,Tesla,Model Y,0.0,18941,Automatic,Electric,Second,22557.86
2020,Tesla,Model Y,0.0,118770,Manual,Electric,First,33864.82
2022,Tesla,Model Y,0.0,101314,Automatic,Electric,Third,30315.57
2015,Tesla,Model Y,0.0,129371,Automatic,Electric,Second,12617.73
2019,Tata,Nexon,1.2,24547,Manual,Hybrid,First,8799.55
2016,Tata,Nexon,2.0,14879,Manual,Electric,Second,9576.61
2015,Tata,Nexon,1.5,31507,Automatic,Hybrid,First,8511.1
2017,Tata,Nexon,1.2,33646,Automatic,Diesel,Second,6413.53
2019,Tata,Nexon,1.2,16857,Automatic,Petrol,First,8566.62
2015,Tata,Nexon,1.2,119107,Manual,Electric,Second,4578.16
2020,Tata,Nexon,1.5,31039,Manual,Hybrid,Second,7971.72
2017,Tata,Nexon,1.5,80453,Automatic,Diesel,Third,4390.76
2024,Tata,Nexon,1.2,62257,Automatic,Electric,Second,11792.24
2019,Tata,Nexon,1.2,34262,Manual,Diesel,Second,5802.84
2020,Tata,Nexon,1.2,105009,Automatic,Hybrid,First,7523.56
2021,Tata,Nexon,2.0,50150,Manual,Diesel,Second,6771.81
2013,Tata,Nexon,2.0,103001,Automatic,Diesel,First,2791.63
2019,Tata,Nexon,1.5,27652,Automatic,Petrol,First,8087.58
2022,Tata,Nexon,1.5,51996,Manual,Diesel,Third,5282.09
2020,Tata,Nexon,2.0,125372,Manual,Petrol,Third,2098.25
2022,Tata,Nexon,1.5,101718,Automatic,Electric,Third,8306.91
2015,Tata,Nexon,1.5,10945,Manual,Electric,Third,6802.97
2018,Tata,Nexon,2.0,113711,Manual,Diesel,Third,2484.39
2014,Tata,Nexon,2.0,100238,Manual,Petrol,Second,2000.0
2014,Tata,Nexon,1.2,17482,Automatic,Hybrid,Second,6969.85
2022,Tata,Nexon,1.5,14166,Automatic,Diesel,Third,7864.96
2016,Tata,Nexon,1.2,44128,Automatic,Petrol,Third,3334.81
2016,Tata,Nexon,2.0,7342,Manual,Diesel,Third,5066.57
2021,Tata,Nexon,1.5,57101,Manual,Diesel,Third,5761.63
2024,Tata,Nexon,2.0,77954,Manual,Electric,Third,10117.93
2016,Tata,Nexon,1.5,36299,Automatic,Hybrid,First,8422.36
2016,Tata,Nexon,2.0,114140,Automatic,Diesel,First,4513.93
2020,Tata,Nexon,1.5,19091,Manual,Hybrid,Third,7479.71
2020,Tata,Nexon,2.0,123646,Automatic,Electric,First,10637.0
2023,Tata,Nexon,2.0,83116,Automatic,Hybrid,Second,10658.9
2022,Tata,Nexon,1.2,92817,Manual,Diesel,First,6069.48
2020,Tata,Nexon,1.5,117079,Manual,Diesel,Second,3819.98
2017,Tata,Nexon,1.5,75693,Manual,Diesel,Second,3966.09
2016,Tata,Nexon,2.0,126185,Manual,Diesel,First,2085.13
2022,Tata,Nexon,2.0,17687,Manual,Diesel,Third,7301.31
2018,Tata,Nexon,1.5,20235,Manual,Hybrid,Second,8059.56
2020,Tata,Nexon,2.0,83863,Manual,Electric,First,9741.89
2022,Tata,Nexon,1.5,128120,Manual,Electric,First,9074.16
2016,Tata,Nexon,2.0,52494,Manual,Hybrid,Second,7503.97
2024,Tata,Nexon,1.5,128697,Manual,Hybrid,Third,6039.72
2017,Tata,Nexon,1.5,79676,Automatic,Petrol,Second,3528.69
2013,Tata,Nexon,2.0,27568,Automatic,Petrol,Third,3738.36
2014,Tata,Nexon,2.0,17547,Manual,Petrol,First,4177.93
2022,Tata,Nexon,1.2,104128,Manual,Diesel,First,6004.73
2016,Tata,Nexon,1.2,50574,Manual,Hybrid,Second,5561.99
2017,Tata,Nexon,1.5,36593,Manual,Hybrid,Second,6348.64
2023,Tata,Nexon,2.0,21609,Automatic,Petrol,First,10810.52
2023,Tata,Nexon,1.5,97248,Manual,Electric,Third,7268.16
2018,Tata,Nexon,2.0,90595,Automatic,Petrol,Second,4322.57
2015,Tata,Nexon,1.5,114663,Manual,Electric,Second,4836.27
2020,Tata,Nexon,2.0,87225,Manual,Hybrid,Third,6226.96
2020,Tata,Nexon,1.5,75979,Automatic,Electric,First,12117.2
2022,Tata,Nexon,2.0,55644,Automatic,Petrol,Second,8462.86
2022,Tata,Nexon,2.0,63835,Automatic,Electric,First,13945.37
2013,Tata,Nexon,1.5,42051,Manual,Hybrid,Second,5341.72
2020,Tata,Nexon,1.5,33412,Manual,Petrol,Second,5347.88
2022,Tata,Nexon,2.0,127040,Manual,Petrol,Second,4241.7
2019,Tata,Nexon,1.2,43657,Automatic,Electric,First,11510.58
2020,Tata,Nexon,1.2,47228,Automatic,Hybrid,First,10902.89
2016,Tata,Nexon,2.0,96621,Automatic,Electric,Third,6585.54
2016,Tata,Nexon,1.5,84772,Automatic,Hybrid,First,7266.58
2014,Tata,Nexon,2.0,10612,Automatic,Diesel,First,7571.01
2019,Tata,Nexon,2.0,92454,Manual,Electric,Third,7059.75
2020,Tata,Nexon,2.0,3388,Manual,Diesel,Second,8223.93
2020,Tata,Nexon,1.2,91628,Automatic,Petrol,First,5846.62
2018,Tata,Nexon,1.5,48241,Automatic,Electric,Second,9416.41
2013,Tata,Nexon,2.0,115932,Manual,Electric,Second,4642.7
2020,Tata,Nexon,2.0,5215,Automatic,Electric,First,14906.97
2021,Tata,Nexon,1.5,74998,Automatic,Diesel,First,8116.14
2015,Tata,Nexon,1.2,45271,Manual,Electric,First,7971.25
2019,Tata,Nexon,1.5,37830,Automatic,Hybrid,Third,7233.45
2023,Tata,Nexon,1.2,53911,Automatic,Petrol,First,8587.71
2023,Tata,Nexon,1.5,67631,Automatic,Diesel,First,9142.78
2014,Tata,Nexon,1.2,94497,Manual,Electric,Second,5138.37
2021,Tata,Nexon,1.2,23867,Manual,Petrol,First,7364.51
2016,Tata,Nexon,2.0,56006,Manual,Diesel,Second,4021.81
2016,Tata,Nexon,1.5,122742,Manual,Petrol,First,2000.0
2022,Tata,Nexon,1.5,90363,Manual,Electric,First,10592.96
2021,Tata,Nexon,1.2,50419,Manual,Hybrid,Second,7606.05
2013,Tata,Harrier,1.5,12056,Manual,Petrol,First,3205.07
2015,Tata,Harrier,1.2,86302,Automatic,Electric,Third,6437.38
2022,Tata,Harrier,1.2,74165,Automatic,Electric,Second,10665.96
2019,Tata,Harrier,1.2,57582,Automatic,Petrol,Third,4463.63
2020,Tata,Harrier,1.2,89245,Automatic,Hybrid,Third,6373.96
2014,Tata,Harrier,1.2,49676,Manual,Electric,Third,5109.35
2020,Tata,Harrier,1.5,121557,Automatic,Hybrid,Third,6096.91
2018,Tata,Harrier,2.0,127947,Manual,Petrol,Third,2000.0
2016,Tata,Harrier,1.5,52021,Manual,Diesel,Second,4243.48
2016,Tata,Harrier,1.5,86093,Manual,Electric,Third,4744.99
2014,Tata,Harrier,1.5,110135,Manual,Diesel,Second,2000.0
2016,Tata,Harrier,1.5,55937,Automatic,Diesel,Third,4260.6
2017,Tata,Harrier,2.0,76993,Automatic,Diesel,Third,5077.87
2023,Tata,Harrier,1.2,59160,Automatic,Hybrid,Third,7801.17
2024,Tata,Harrier,2.0,95116,Manual,Diesel,Second,6654.79
2022,Tata,Harrier,1.5,79511,Manual,Diesel,Third,5992.62
2016,Tata,Harrier,2.0,57199,Automatic,Electric,Second,9158.21
2024,Tata,Harrier,2.0,50792,Automatic,Diesel,First,11274.02
2018,Tata,Harrier,1.2,61014,Manual,Hybrid,Third,5118.73
2022,Tata,Harrier,2.0,62567,Manual,Hybrid,Third,7221.14
2015,Tata,Harrier,1.5,5500,Automatic,Electric,First,11922.96
2021,Tata,Harrier,2.0,125189,Manual,Diesel,Second,4503.57
2015,Tata,Harrier,1.5,96752,Manual,Electric,First,6544.97
2022,Tata,Harrier,1.5,6033,Manual,Diesel,Third,7170.61
2016,Tata,Harrier,1.2,21004,Manual,Petrol,Second,3681.7
2017,Tata,Harrier,1.5,71368,Automatic,Petrol,Third,3066.55
2015,Tata,Harrier,1.5,5345,Manual,Petrol,Third,3379.47
2019,Tata,Harrier,2.0,103234,Automatic,Electric,Third,7899.78
2017,Tata,Harrier,1.2,69015,Manual,Electric,Third,6086.91
2015,Tata,Harrier,2.0,51162,Manual,Hybrid,First,6656.71
2015,Tata,Harrier,1.2,111382,Automatic,Petrol,Third,2000.0
2019,Tata,Harrier,2.0,126490,Automatic,Petrol,Second,3660.46
2018,Tata,Harrier,1.5,68948,Automatic,Petrol,Second,4662.27
2021,Tata,Harrier,2.0,117409,Manual,Petrol,First,4404.14
2018,Tata,Harrier,1.5,49548,Automatic,Electric,Third,7773.75
2024,Tata,Harrier,1.2,13547,Automatic,Diesel,Third,8594.97
2020,Tata,Harrier,1.2,43636,Automatic,Hybrid,Second,7641.05
2017,Tata,Harrier,1.2,42806,Manual,Electric,Second,7773.76
2013,Tata,Harrier,2.0,29738,Manual,Petrol,Third,2455.57
2014,Tata,Harrier,1.5,117738,Manual,Diesel,Second,2000.0
2017,Tata,Harrier,2.0,89405,Manual,Hybrid,Second,5554.55
2015,Tata,Harrier,1.2,50515,Automatic,Hybrid,Third,5778.83
2013,Tata,Harrier,1.2,55885,Manual,Diesel,Second,2000.0
2023,Tata,Harrier,2.0,69021,Automatic,Hybrid,Second,10636.41
2019,Tata,Harrier,2.0,31603,Manual,Petrol,Second,5530.23
2015,Tata,Harrier,2.0,68772,Automatic,Electric,First,10133.73
2019,Tata,Harrier,1.5,125646,Automatic,Diesel,First,4460.54
2019,Tata,Harrier,1.5,75410,Manual,Diesel,Second,4881.22
2016,Tata,Harrier,1.5,110582,Automatic,Diesel,Second,3243.4
2021,Tata,Harrier,1.5,67156,Manual,Electric,Third,8513.89
2022,Tata,Harrier,2.0,50238,Manual,Electric,Third,9320.35
2014,Tata,Harrier,1.5,37888,Manual,Electric,Second,6815.26
2013,Tata,Harrier,2.0,34712,Manual,Electric,Second,7221.24
2018,Tata,Harrier,1.5,17914,Manual,Hybrid,First,9290.91
2020,Tata,Harrier,2.0,8009,Automatic,Petrol,Third,7279.66
2015,Tata,Harrier,1.2,32289,Automatic,Hybrid,First,7965.58
2017,Tata,Harrier,1.5,30114,Automatic,Diesel,Third,5272.45
2022,Tata,Harrier,2.0,33384,Automatic,Hybrid,First,13456.18
2024,Tata,Harrier,1.5,126384,Automatic,Petrol,Second,5733.68
2021,Tata,Harrier,2.0,76379,Manual,Hybrid,Second,7697.51
2014,Tata,Harrier,1.5,107618,Automatic,Petrol,First,2779.73
2020,Tata,Harrier,2.0,113402,Automatic,Petrol,Second,4456.46
2020,Tata,Harrier,1.2,28790,Manual,Diesel,Second,6376.12
2023,Tata,Harrier,1.5,25014,Manual,Diesel,Third,6528.62
2016,Tata,Harrier,1.2,106166,Manual,Hybrid,Third,2542.85
2014,Tata,Harrier,2.0,126338,Manual,Petrol,First,2000.0
2019,Tata,Harrier,1.5,33173,Manual,Electric,Second,9434.44
2018,Tata,Harrier,1.5,119631,Manual,Petrol,First,2000.0
2019,Tata,Harrier,1.5,31387,Automatic,Diesel,Second,7224.83
2020,Tata,Harrier,2.0,126621,Manual,Petrol,Second,2890.67
2014,Tata,Harrier,1.2,4365,Manual,Hybrid,Third,4655.96
2023,Tata,Harrier,1.5,75936,Manual,Petrol,Second,5859.55
2021,Tata,Harrier,1.2,41413,Automatic,Hybrid,Third,7424.23
2022,Tata,Harrier,2.0,112166,Manual,Hybrid,Third,6356.26
2018,Tata,Harrier,2.0,12855,Manual,Hybrid,First,10053.74
2015,Tata,Harrier,2.0,67588,Manual,Hybrid,Second,5157.38
2023,Tata,Harrier,1.2,41747,Automatic,Hybrid,Second,10396.55
2016,Tata,Harrier,1.5,62072,Manual,Diesel,First,3945.96
2019,Tata,Harrier,2.0,13687,Automatic,Diesel,Second,8607.01
2013,Tata,Harrier,1.5,85678,Manual,Diesel,First,2000.0
2022,Tata,Safari,1.2,63832,Automatic,Petrol,Second,5904.54
2019,Tata,Safari,2.0,35958,Manual,Electric,First,11924.36
2014,Tata,Safari,1.2,27833,Automatic,Hybrid,Third,6023.94
2013,Tata,Safari,2.0,60237,Manual,Petrol,Third,2000.0
2013,Tata,Safari,1.5,109262,Manual,Diesel,First,2000.0
2019,Tata,Safari,1.5,39119,Automatic,Petrol,Second,6062.87
2017,Tata,Safari,2.0,35839,Manual,Hybrid,First,8340.45
